image_id,num_bb,confidence,mask_area,num_fragments,is_fragmented
000050.png,2,0.9389714002609253,520,1,0
000051.png,2,0.8778666853904724,811,1,0
000051.png,2,0.9187495708465576,542,1,0
000052.png,3,0.91474848985672,906,1,0
000052.png,3,0.9222584962844849,566,1,0
000052.png,3,0.7344629764556885,257,1,0
000053.png,4,0.9039626121520996,1005,1,0
000053.png,4,0.9210110902786255,584,1,0
000053.png,4,0.7372556328773499,246,1,0
000053.png,4,0.571699321269989,30,1,0
000054.png,4,0.8651770353317261,1002,1,0
000054.png,4,0.9033163189888,594,1,0
000054.png,4,0.688857913017273,260,1,0
000054.png,4,0.606700599193573,110,1,0
000055.png,4,0.8621838688850403,1144,1,0
000055.png,4,0.8974410891532898,597,1,0
000055.png,4,0.7324525713920593,281,1,0
000055.png,4,0.5365744233131409,72,1,0
000056.png,4,0.8831292986869812,1321,1,0
000056.png,4,0.9485320448875427,665,1,0
000056.png,4,0.6259889602661133,310,1,0
000056.png,4,0.6465466022491455,64,1,0
000057.png,4,0.8973806500434875,1587,1,0
000057.png,4,0.9516880512237549,637,1,0
000057.png,4,0.8168454766273499,801,2,1
000057.png,4,0.5468012690544128,21,1,0
000058.png,5,0.8999279141426086,1681,1,0
000058.png,5,0.919876217842102,709,1,0
000058.png,5,0.8341710567474365,676,1,0
000058.png,5,0.6142232418060303,384,2,1
000058.png,5,0.5330560207366943,89,1,0
000059.png,5,0.90874183177948,2014,1,0
000059.png,5,0.9243949055671692,750,1,0
000059.png,5,0.7916868329048157,460,1,0
000059.png,5,0.6478135585784912,1648,2,1
000059.png,5,0.5929235816001892,76,1,0
000060.png,5,0.9013421535491943,2449,1,0
000060.png,5,0.9368160367012024,769,1,0
000060.png,5,0.8475940823554993,554,1,0
000060.png,5,0.7497957348823547,574,1,0
000060.png,5,0.48832443356513977,46,1,0
000061.png,5,0.9505094885826111,2779,2,1
000061.png,5,0.8432921767234802,803,1,0
000061.png,5,0.8251577615737915,718,1,0
000061.png,5,0.5997378826141357,196,1,0
000061.png,5,0.5416907668113708,141,1,0
000062.png,5,0.9491128325462341,3463,1,0
000062.png,5,0.9070082306861877,853,1,0
000062.png,5,0.7722087502479553,620,1,0
000062.png,5,0.7250320315361023,360,1,0
000062.png,5,0.49316859245300293,1995,1,0
000063.png,5,0.9101014733314514,4244,1,0
000063.png,5,0.9124062061309814,894,1,0
000063.png,5,0.8194645643234253,714,1,0
000063.png,5,0.6397554278373718,461,1,0
000063.png,5,0.4828026294708252,158,1,0
000064.png,5,0.9627511501312256,5475,1,0
000064.png,5,0.8356837034225464,923,1,0
000064.png,5,0.8543350696563721,1289,1,0
000064.png,5,0.6983264088630676,448,1,0
000064.png,5,0.6767956614494324,174,1,0
000065.png,5,0.9422600269317627,6766,1,0
000065.png,5,0.8473849296569824,856,1,0
000065.png,5,0.653208315372467,293,4,1
000065.png,5,0.720148503780365,472,1,0
000065.png,5,0.7922490239143372,191,1,0
000066.png,5,0.9716911315917969,8929,1,0
000066.png,5,0.8194676041603088,915,1,0
000066.png,5,0.7151041030883789,330,1,0
000066.png,5,0.7724552154541016,466,1,0
000066.png,5,0.69838947057724,207,1,0
000067.png,5,0.9030681848526001,9749,1,0
000067.png,5,0.8055281043052673,68,1,0
000067.png,5,0.7690679430961609,357,1,0
000067.png,5,0.7524883151054382,453,1,0
000067.png,5,0.6028068661689758,194,1,0
000068.png,5,0.9130207300186157,6323,1,0
000068.png,5,0.797721803188324,954,1,0
000068.png,5,0.6215001344680786,415,1,0
000068.png,5,0.7223997116088867,316,1,0
000068.png,5,0.6400578022003174,173,1,0
000069.png,5,0.9418720006942749,1054,1,0
000069.png,5,0.8070810437202454,1103,1,0
000069.png,5,0.5206887722015381,302,1,0
000069.png,5,0.735174834728241,436,1,0
000069.png,5,0.6717426180839539,419,1,0
000070.png,4,0.8675674200057983,1322,1,0
000070.png,4,0.7799845933914185,285,1,0
000070.png,4,0.8122895359992981,468,1,0
000070.png,4,0.6124251484870911,148,1,0
000071.png,4,0.8742085099220276,1489,1,0
000071.png,4,0.5729682445526123,288,2,1
000071.png,4,0.8370000720024109,514,1,0
000071.png,4,0.6657146215438843,167,1,0
000072.png,4,0.8686785697937012,1697,1,0
000072.png,4,0.6894001364707947,83,1,0
000072.png,4,0.8044251799583435,505,1,0
000072.png,4,0.6934107542037964,163,1,0
000073.png,4,0.8575621247291565,1757,1,0
000073.png,4,0.5420138239860535,194,1,0
000073.png,4,0.8182530999183655,501,1,0
000073.png,4,0.6854487657546997,166,1,0
000074.png,4,0.8717495203018188,1753,1,0
000074.png,4,0.6255820989608765,781,2,1
000074.png,4,0.8244479894638062,3050,1,0
000074.png,4,0.7221899032592773,170,1,0
000075.png,4,0.8861220479011536,2050,1,0
000075.png,4,0.743852436542511,244,1,0
000075.png,4,0.7629966139793396,344,2,1
000075.png,4,0.7056950330734253,187,1,0
000076.png,4,0.8592261075973511,2350,1,0
000076.png,4,0.6278868317604065,394,2,1
000076.png,4,0.748070240020752,383,1,0
000076.png,4,0.7294402718544006,210,1,0
000077.png,4,0.877998948097229,2320,1,0
000077.png,4,0.7457689642906189,2837,1,0
000077.png,4,0.8435866236686707,458,1,0
000077.png,4,0.7623616456985474,207,1,0
000078.png,5,0.8930661678314209,2510,1,0
000078.png,5,0.8993050456047058,2868,1,0
000078.png,5,0.7570883631706238,366,1,0
000078.png,5,0.4802108108997345,230,2,1
000078.png,5,0.808318555355072,229,1,0
000079.png,5,0.9406877160072327,2972,1,0
000079.png,5,0.9231672883033752,2977,1,0
000079.png,5,0.844790518283844,1549,1,0
000079.png,5,0.7069678902626038,358,1,0
000079.png,5,0.7812455296516418,230,1,0
000080.png,5,0.9259501695632935,3337,1,0
000080.png,5,0.9096345901489258,3476,1,0
000080.png,5,0.7692077159881592,1292,1,0
000080.png,5,0.7923713326454163,382,1,0
000080.png,5,0.7890138030052185,223,1,0
000081.png,5,0.9060575366020203,3482,1,0
000081.png,5,0.7313764691352844,474,2,1
000081.png,5,0.7144026160240173,1171,1,0
000081.png,5,0.8083587288856506,609,1,0
000081.png,5,0.704985499382019,196,1,0
000082.png,7,0.944632887840271,3800,1,0
000082.png,7,0.8746277689933777,723,1,0
000082.png,7,0.7393537759780884,677,1,0
000082.png,7,0.8198391795158386,737,1,0
000082.png,7,0.764191210269928,213,1,0
000082.png,7,0.7807628512382507,377,1,0
000082.png,7,0.8053824305534363,223,1,0
000083.png,7,0.8679338693618774,4324,1,0
000083.png,7,0.845359206199646,945,1,0
000083.png,7,0.8884943723678589,772,5,1
000083.png,7,0.8540364503860474,796,1,0
000083.png,7,0.7624401450157166,225,1,0
000083.png,7,0.7745795249938965,228,1,0
000083.png,7,0.863802969455719,264,1,0
000084.png,8,0.9280972480773926,4915,1,0
000084.png,8,0.8973867893218994,986,1,0
000084.png,8,0.6389194130897522,1038,2,1
000084.png,8,0.7731801271438599,156,1,0
000084.png,8,0.8613166213035583,844,1,0
000084.png,8,0.7416263222694397,294,1,0
000084.png,8,0.8248973488807678,406,1,0
000084.png,8,0.8225035667419434,269,1,0
000085.png,8,0.8802713751792908,5276,1,0
000085.png,8,0.8595812916755676,1056,1,0
000085.png,8,0.7836854457855225,614,4,1
000085.png,8,0.7869038581848145,152,1,0
000085.png,8,0.888228178024292,879,1,0
000085.png,8,0.7500825524330139,233,1,0
000085.png,8,0.8156594634056091,257,1,0
000085.png,8,0.8027899265289307,275,1,0
000086.png,8,0.8980605602264404,6062,1,0
000086.png,8,0.9132659435272217,1022,1,0
000086.png,8,0.7766609191894531,786,2,1
000086.png,8,0.775672972202301,4444,1,0
000086.png,8,0.8554484844207764,807,1,0
000086.png,8,0.7280347943305969,214,1,0
000086.png,8,0.8259612917900085,223,1,0
000086.png,8,0.7923689484596252,247,1,0
000087.png,8,0.9053288698196411,6680,1,0
000087.png,8,0.8972470760345459,1089,1,0
000087.png,8,0.6760807037353516,817,1,0
000087.png,8,0.7027058005332947,3339,1,0
000087.png,8,0.8368233442306519,990,1,0
000087.png,8,0.7705590128898621,374,1,0
000087.png,8,0.8690756559371948,274,1,0
000087.png,8,0.8018423318862915,234,1,0
000088.png,9,0.951545000076294,7494,1,0
000088.png,9,0.9330065250396729,1045,1,0
000088.png,9,0.7055710554122925,228,1,0
000088.png,9,0.7733559012413025,323,1,0
000088.png,9,0.8619540929794312,1039,1,0
000088.png,9,0.825631320476532,570,1,0
000088.png,9,0.8118555545806885,403,1,0
000088.png,9,0.8733664155006409,351,1,0
000088.png,9,0.8102548718452454,266,1,0
000089.png,9,0.966528594493866,8293,1,0
000089.png,9,0.8890002965927124,1298,1,0
000089.png,9,0.6213529109954834,762,1,0
000089.png,9,0.751671552658081,398,1,0
000089.png,9,0.8368575572967529,957,1,0
000089.png,9,0.7973577380180359,713,1,0
000089.png,9,0.7714141607284546,362,1,0
000089.png,9,0.8514690399169922,365,1,0
000089.png,9,0.7450074553489685,232,1,0
000090.png,9,0.9663395881652832,9490,1,0
000090.png,9,0.9049475193023682,1193,1,0
000090.png,9,0.6191966533660889,124,1,0
000090.png,9,0.7982742190361023,1402,1,0
000090.png,9,0.8968573212623596,1228,2,1
000090.png,9,0.7864699959754944,833,1,0
000090.png,9,0.7542182803153992,173,1,0
000090.png,9,0.8151538372039795,304,1,0
000090.png,9,0.7493293881416321,526,2,1
000091.png,9,0.9320221543312073,10865,1,0
000091.png,9,0.8613319396972656,1273,1,0
000091.png,9,0.7053671479225159,589,1,0
000091.png,9,0.838427722454071,1449,1,0
000091.png,9,0.8670268058776855,1077,1,0
000091.png,9,0.8372271656990051,864,1,0
000091.png,9,0.7378056645393372,179,1,0
000091.png,9,0.8173813819885254,333,1,0
000091.png,9,0.7483410239219666,399,1,0
000092.png,9,0.9104650020599365,12048,1,0
000092.png,9,0.8748744130134583,1515,1,0
000092.png,9,0.7138043642044067,901,1,0
000092.png,9,0.8199161291122437,1681,1,0
000092.png,9,0.8587016463279724,1164,1,0
000092.png,9,0.8094693422317505,988,1,0
000092.png,9,0.8078104853630066,1493,1,0
000092.png,9,0.7623023986816406,398,1,0
000092.png,9,0.7847764492034912,310,1,0
000093.png,9,0.9728352427482605,13792,1,0
000093.png,9,0.8602959513664246,1414,1,0
000093.png,9,0.8547487258911133,1103,1,0
000093.png,9,0.8298498392105103,1027,1,0
000093.png,9,0.895532488822937,1141,1,0
000093.png,9,0.8025786280632019,870,1,0
000093.png,9,0.8589046597480774,1448,1,0
000093.png,9,0.8262024521827698,314,1,0
000093.png,9,0.8278936743736267,313,1,0
000094.png,8,0.9007796049118042,15748,1,0
000094.png,8,0.8457692265510559,1489,1,0
000094.png,8,0.8742539882659912,1272,1,0
000094.png,8,0.8927013874053955,1777,2,1
000094.png,8,0.9011185169219971,1042,1,0
000094.png,8,0.835389256477356,880,1,0
000094.png,8,0.6916550993919373,196,1,0
000094.png,8,0.7773783206939697,446,1,0
000095.png,8,0.8923240900039673,497,1,0
000095.png,8,0.8682813048362732,1579,1,0
000095.png,8,0.8103094696998596,1272,1,0
000095.png,8,0.7522984743118286,1194,1,0
000095.png,8,0.9114130139350891,951,1,0
000095.png,8,0.760205090045929,736,1,0
000095.png,8,0.7666294574737549,1425,1,0
000095.png,8,0.791320264339447,625,1,0
000096.png,9,0.8985434174537659,566,1,0
000096.png,9,0.8748879432678223,1586,1,0
000096.png,9,0.8695094585418701,1424,1,0
000096.png,9,0.6306636929512024,394,2,1
000096.png,9,0.8907026648521423,925,1,0
000096.png,9,0.7871217131614685,508,1,0
000096.png,9,0.8718579411506653,1569,1,0
000096.png,9,0.8229081630706787,1547,1,0
000096.png,9,0.8089355826377869,406,1,0
000097.png,8,0.9179590344429016,582,1,0
000097.png,8,0.897896945476532,1735,1,0
000097.png,8,0.8809672594070435,1503,1,0
000097.png,8,0.7348573803901672,628,2,1
000097.png,8,0.8148318529129028,929,2,1
000097.png,8,0.7579303979873657,1217,2,1
000097.png,8,0.6595556735992432,427,1,0
000097.png,8,0.7362388968467712,371,1,0
000098.png,8,0.8857847452163696,774,1,0
000098.png,8,0.9176661968231201,1745,1,0
000098.png,8,0.9323716163635254,1542,1,0
000098.png,8,0.77377849817276,723,1,0
000098.png,8,0.8200880289077759,349,1,0
000098.png,8,0.8108701705932617,1302,2,1
000098.png,8,0.7646219730377197,535,1,0
000098.png,8,0.7461001873016357,183,1,0
000099.png,9,0.8231937289237976,32136,1,0
000099.png,9,0.8964869976043701,1978,1,0
000099.png,9,0.9069796204566956,1618,1,0
000099.png,9,0.7498590350151062,593,1,0
000099.png,9,0.8993445634841919,301,1,0
000099.png,9,0.8314381241798401,1117,2,1
000099.png,9,0.768950879573822,485,1,0
000099.png,9,0.8899897336959839,1946,1,0
000099.png,9,0.8063739538192749,590,2,1
000100.png,9,0.8619422912597656,38279,1,0
000100.png,9,0.875166654586792,1879,1,0
000100.png,9,0.9116593599319458,1580,1,0
000100.png,9,0.539009153842926,316,2,1
000100.png,9,0.7525239586830139,2121,1,0
000100.png,9,0.831925630569458,1243,1,0
000100.png,9,0.7992700934410095,335,1,0
000100.png,9,0.7046603560447693,302,1,0
000100.png,9,0.8004021644592285,518,1,0
000101.png,8,0.8766469359397888,45197,3,1
000101.png,8,0.8784972429275513,1862,1,0
000101.png,8,0.9204323291778564,1709,1,0
000101.png,8,0.8226485848426819,909,3,1
000101.png,8,0.8153951168060303,1559,1,0
000101.png,8,0.7800703644752502,287,1,0
000101.png,8,0.8050876259803772,538,1,0
000101.png,8,0.7967894077301025,596,1,0
000102.png,9,0.9329930543899536,327,1,0
000102.png,9,0.8834567070007324,313,1,0
000102.png,9,0.9215613007545471,1793,1,0
000102.png,9,0.8510740995407104,1257,1,0
000102.png,9,0.8182416558265686,2436,3,1
000102.png,9,0.8697080016136169,1695,1,0
000102.png,9,0.8049030303955078,386,1,0
000102.png,9,0.7594748139381409,344,1,0
000102.png,9,0.7195152044296265,203,1,0
000103.png,9,0.9496601223945618,56574,2,1
000103.png,9,0.7986037731170654,2190,2,1
000103.png,9,0.9244964122772217,1875,1,0
000103.png,9,0.8685644865036011,1581,1,0
000103.png,9,0.8353995084762573,1205,1,0
000103.png,9,0.8764311075210571,1833,1,0
000103.png,9,0.7518616914749146,398,1,0
000103.png,9,0.7232741117477417,382,1,0
000103.png,9,0.8276827335357666,218,1,0
000104.png,9,0.8913273811340332,54404,2,1
000104.png,9,0.8608877062797546,1874,4,1
000104.png,9,0.8233805894851685,1894,1,0
000104.png,9,0.8693756461143494,1880,1,0
000104.png,9,0.8820975422859192,1459,1,0
000104.png,9,0.8229003548622131,1765,1,0
000104.png,9,0.7908467650413513,416,1,0
000104.png,9,0.8240416646003723,1532,1,0
000104.png,9,0.7567343711853027,775,2,1
000105.png,9,0.8692147731781006,51714,1,0
000105.png,9,0.877367377281189,2246,1,0
000105.png,9,0.9173097014427185,1944,1,0
000105.png,9,0.8804004788398743,1756,2,1
000105.png,9,0.9161247611045837,1521,1,0
000105.png,9,0.8526073098182678,1799,1,0
000105.png,9,0.8212695121765137,495,1,0
000105.png,9,0.8365786671638489,1536,1,0
000105.png,9,0.7757085561752319,548,1,0
000106.png,8,0.8551392555236816,44187,2,1
000106.png,8,0.9309126734733582,3339,1,0
000106.png,8,0.9203380942344666,2056,1,0
000106.png,8,0.8143987655639648,1732,1,0
000106.png,8,0.8535760641098022,1328,1,0
000106.png,8,0.8224920034408569,2057,1,0
000106.png,8,0.7524544596672058,523,1,0
000106.png,8,0.7962002158164978,562,1,0
000107.png,8,0.9011185765266418,45203,1,0
000107.png,8,0.92723548412323,4109,1,0
000107.png,8,0.883926272392273,2090,1,0
000107.png,8,0.8408330678939819,1751,2,1
000107.png,8,0.9000716805458069,1296,1,0
000107.png,8,0.8290265202522278,1935,1,0
000107.png,8,0.7402153015136719,1490,1,0
000107.png,8,0.8174238801002502,571,1,0
000108.png,9,0.8776640295982361,42465,1,0
000108.png,9,0.9710618257522583,4832,1,0
000108.png,9,0.9086931347846985,2304,1,0
000108.png,9,0.8596038222312927,1626,2,1
000108.png,9,0.8447208404541016,1430,1,0
000108.png,9,0.8150159120559692,1489,1,0
000108.png,9,0.7921949625015259,1483,1,0
000108.png,9,0.8382407426834106,1537,1,0
000108.png,9,0.8266212940216064,655,1,0
000109.png,8,0.8039858341217041,373,1,0
000109.png,8,0.9568073749542236,5567,1,0
000109.png,8,0.8850690722465515,2264,1,0
000109.png,8,0.840906023979187,1554,3,1
000109.png,8,0.8687395453453064,1162,1,0
000109.png,8,0.7339537143707275,889,2,1
000109.png,8,0.8260337114334106,312,2,1
000109.png,8,0.831814169883728,691,1,0
000110.png,8,0.7808994650840759,29571,4,1
000110.png,8,0.9643277525901794,6347,1,0
000110.png,8,0.8613949418067932,2370,1,0
000110.png,8,0.8336121439933777,1822,2,1
000110.png,8,0.800370454788208,867,1,0
000110.png,8,0.852839469909668,6344,1,0
000110.png,8,0.8654336929321289,452,1,0
000110.png,8,0.7933439016342163,726,1,0
000111.png,8,0.8652504682540894,335,1,0
000111.png,8,0.9466996192932129,7995,1,0
000111.png,8,0.9104626178741455,2425,1,0
000111.png,8,0.7279980182647705,1908,1,0
000111.png,8,0.8039008378982544,2538,1,0
000111.png,8,0.6926835179328918,8046,1,0
000111.png,8,0.8311423659324646,572,1,0
000111.png,8,0.8161976933479309,724,1,0
000112.png,8,0.8223345875740051,22428,1,0
000112.png,8,0.9681050181388855,9192,1,0
000112.png,8,0.8780992031097412,2510,1,0
000112.png,8,0.8075360655784607,1904,2,1
000112.png,8,0.7865739464759827,1529,2,1
000112.png,8,0.8180422186851501,2563,1,0
000112.png,8,0.8532464504241943,596,1,0
000112.png,8,0.8102633953094482,808,1,0
000113.png,8,0.9045588970184326,590,1,0
000113.png,8,0.9530332684516907,11539,1,0
000113.png,8,0.8597226738929749,2632,1,0
000113.png,8,0.7824901342391968,1828,1,0
000113.png,8,0.7595334053039551,328,1,0
000113.png,8,0.8624675273895264,1902,2,1
000113.png,8,0.8421515822410583,451,1,0
000113.png,8,0.7919449806213379,372,1,0
000114.png,8,0.9619121551513672,14262,1,0
000114.png,8,0.9589644074440002,13735,1,0
000114.png,8,0.9066565036773682,2804,1,0
000114.png,8,0.842781126499176,2002,2,1
000114.png,8,0.8434208035469055,790,1,0
000114.png,8,0.8934021592140198,2448,1,0
000114.png,8,0.8031103610992432,2784,1,0
000114.png,8,0.8138645887374878,861,1,0
000115.png,8,0.9146736860275269,10371,1,0
000115.png,8,0.9391722679138184,12752,1,0
000115.png,8,0.9367202520370483,2911,1,0
000115.png,8,0.8729112148284912,2227,1,0
000115.png,8,0.8095293045043945,1153,1,0
000115.png,8,0.914422869682312,2523,1,0
000115.png,8,0.8346458077430725,268,1,0
000115.png,8,0.8386286497116089,948,1,0
000116.png,8,0.9396406412124634,7970,1,0
000116.png,8,0.9202444553375244,8565,1,0
000116.png,8,0.8980567455291748,3044,1,0
000116.png,8,0.9007713794708252,2157,1,0
000116.png,8,0.8586272597312927,1145,1,0
000116.png,8,0.8798917531967163,2465,1,0
000116.png,8,0.6495877504348755,306,1,0
000116.png,8,0.8176138997077942,959,1,0
000117.png,8,0.9440911412239075,4714,1,0
000117.png,8,0.960177481174469,3329,1,0
000117.png,8,0.9029883146286011,3300,1,0
000117.png,8,0.8839360475540161,2178,1,0
000117.png,8,0.8391516804695129,1044,1,0
000117.png,8,0.8899335861206055,2533,1,0
000117.png,8,0.7507233619689941,469,1,0
000117.png,8,0.8405242562294006,988,1,0
000118.png,6,0.9484931230545044,3525,1,0
000118.png,6,0.8979295492172241,2395,1,0
000118.png,6,0.8663219809532166,1007,1,0
000118.png,6,0.8682118058204651,2376,3,1
000118.png,6,0.824347198009491,562,1,0
000118.png,6,0.8442103266716003,906,1,0
000119.png,7,0.9604936242103577,3669,1,0
000119.png,7,0.9471803903579712,2416,1,0
000119.png,7,0.8129608035087585,966,1,0
000119.png,7,0.894656777381897,2026,2,1
000119.png,7,0.830377459526062,571,1,0
000119.png,7,0.7299569249153137,271,1,0
000119.png,7,0.8444376587867737,945,1,0
000120.png,7,0.9366737604141235,3834,1,0
000120.png,7,0.9165445566177368,2495,1,0
000120.png,7,0.8926918506622314,914,1,0
000120.png,7,0.8725303411483765,1683,1,0
000120.png,7,0.8233433961868286,563,1,0
000120.png,7,0.7675509452819824,535,1,0
000120.png,7,0.8428000807762146,1048,1,0
000121.png,7,0.9038331508636475,3961,1,0
000121.png,7,0.9244753122329712,2434,1,0
000121.png,7,0.8730515837669373,775,1,0
000121.png,7,0.8508506417274475,1350,1,0
000121.png,7,0.8387567400932312,576,1,0
000121.png,7,0.843680202960968,628,1,0
000121.png,7,0.8410115242004395,1266,1,0
000122.png,7,0.8594182133674622,3995,1,0
000122.png,7,0.9122114181518555,2474,1,0
000122.png,7,0.7681588530540466,526,1,0
000122.png,7,0.7591177821159363,1862,1,0
000122.png,7,0.8402454853057861,582,1,0
000122.png,7,0.8417039513587952,649,1,0
000122.png,7,0.8318290710449219,1069,1,0
000123.png,7,0.8574275970458984,517,1,0
000123.png,7,0.9023406505584717,2531,1,0
000123.png,7,0.8115012645721436,2726,1,0
000123.png,7,0.7006919980049133,1197,2,1
000123.png,7,0.8354921340942383,581,1,0
000123.png,7,0.8310123085975647,662,1,0
000123.png,7,0.7790003418922424,1036,2,1
000124.png,6,0.9030699729919434,548,1,0
000124.png,6,0.8769732713699341,2620,1,0
000124.png,6,0.8270715475082397,2708,1,0
000124.png,6,0.824851393699646,594,1,0
000124.png,6,0.841407060623169,692,1,0
000124.png,6,0.81422358751297,1070,1,0
000125.png,5,0.8643600940704346,1134,1,0
000125.png,5,0.9233864545822144,2709,1,0
000125.png,5,0.8329708576202393,594,1,0
000125.png,5,0.8423543572425842,679,1,0
000125.png,5,0.829200267791748,1156,1,0
000126.png,6,0.8907803893089294,6450,3,1
000126.png,6,0.8981846570968628,2763,1,0
000126.png,6,0.7718409895896912,589,1,0
000126.png,6,0.8388595581054688,594,1,0
000126.png,6,0.8369148969650269,670,1,0
000126.png,6,0.8167609572410583,1193,1,0
000127.png,7,0.8846557140350342,6213,6,1
000127.png,7,0.8814972043037415,2871,1,0
000127.png,7,0.8530745506286621,3012,1,0
000127.png,7,0.7952725887298584,895,1,0
000127.png,7,0.8346571922302246,604,1,0
000127.png,7,0.8392547965049744,704,1,0
000127.png,7,0.8185960054397583,1148,1,0
000128.png,7,0.8955110907554626,7314,1,0
000128.png,7,0.9038618803024292,2744,1,0
000128.png,7,0.8616652488708496,428,1,0
000128.png,7,0.8469018936157227,1773,1,0
000128.png,7,0.8137577772140503,596,1,0
000128.png,7,0.8343496918678284,686,1,0
000128.png,7,0.8595800995826721,597,1,0
000129.png,7,0.9348722100257874,9726,1,0
000129.png,7,0.8962211012840271,2996,1,0
000129.png,7,0.9431979060173035,539,1,0
000129.png,7,0.8776053190231323,1397,2,1
000129.png,7,0.7650479674339294,395,1,0
000129.png,7,0.8439026474952698,679,1,0
000129.png,7,0.862416684627533,550,1,0
000130.png,7,0.9622954726219177,11533,1,0
000130.png,7,0.8911552429199219,2944,1,0
000130.png,7,0.8940908312797546,526,1,0
000130.png,7,0.8726916909217834,1418,2,1
000130.png,7,0.6832308173179626,322,1,0
000130.png,7,0.8418234586715698,698,1,0
000130.png,7,0.8468654155731201,552,1,0
000131.png,7,0.9292563796043396,13972,1,0
000131.png,7,0.8443578481674194,3310,1,0
000131.png,7,0.8935653567314148,497,1,0
000131.png,7,0.8781459331512451,1363,1,0
000131.png,7,0.7645646333694458,2930,1,0
000131.png,7,0.842803955078125,678,1,0
000131.png,7,0.867051362991333,537,1,0
000132.png,7,0.9466214179992676,16255,1,0
000132.png,7,0.8718429803848267,3387,1,0
000132.png,7,0.8921349048614502,440,1,0
000132.png,7,0.8872143030166626,1327,1,0
000132.png,7,0.7684001326560974,3324,1,0
000132.png,7,0.7752466201782227,560,1,0
000132.png,7,0.8732442855834961,541,1,0
000133.png,6,0.8704690337181091,18992,1,0
000133.png,6,0.8782457113265991,3458,1,0
000133.png,6,0.9172225594520569,424,1,0
000133.png,6,0.9009370803833008,1290,1,0
000133.png,6,0.7436042428016663,1284,4,1
000133.png,6,0.8635584115982056,569,1,0
000134.png,6,0.9202301502227783,18213,1,0
000134.png,6,0.8956639170646667,3778,1,0
000134.png,6,0.9218487739562988,431,1,0
000134.png,6,0.873954176902771,1320,1,0
000134.png,6,0.7939748167991638,3781,1,0
000134.png,6,0.8622803688049316,552,1,0
000135.png,5,0.8773956298828125,14299,1,0
000135.png,5,0.9260026216506958,3746,1,0
000135.png,5,0.9127837419509888,412,1,0
000135.png,5,0.8444515466690063,1177,1,0
000135.png,5,0.859967827796936,517,1,0
000136.png,6,0.9544965028762817,9482,1,0
000136.png,6,0.9045434594154358,3874,1,0
000136.png,6,0.9010577201843262,409,1,0
000136.png,6,0.9209093451499939,971,1,0
000136.png,6,0.7705307602882385,3741,1,0
